,user_name,Date,Stars,elite,Updated,Text,Cool,Funny,Useful,check_ins,Photos,prev_text,prev_stars,prev_date,prev_useful,prev_funny,prev_cool,user_friends,user_link,user_location,user_photos,user_reviews,compound sentiment,negative sentiment,neutral sentiment,positive sentiment
151,Foodie N.,9/1/2015,5,0,0,"This place is quiet but cute. Decided to stop by before starting our busy day. The waitress was really nice and the food is tasty. But my favorite is their plain coffee, it's not burned or watery like most cafes.",0,0,1,0,['https://s3-media2.fl.yelpcdn.com/bphoto/4nYrr24L29eURyOauAQCKA/348s.jpg'],,,,,,,0,https://www.yelp.com/user_details?userid=Cz2KNUSJa3HhTglBxIApAg,"Manhattan, New York, NY",9,39,0.9272,0.053,0.658,0.289
152,Michael B.,8/23/2015,5,1,0,"Wonderful delightful people working there,  fabulous breads and pastries,  delicious coffee and a cozy Euro patisserie ambiance.  We need one in every neighborhood.",2,1,5,2,"['https://s3-media3.fl.yelpcdn.com/bphoto/qU1cA14A5FGCGAzcQtBuJw/168s.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/J0KMnPeEMEjt1rY_-L6h6g/168s.jpg']",,,,,,,214,https://www.yelp.com/user_details?userid=4iHIZIzwr3mCqGfsdaALSA,"Chicago, IL",2969,617,0.9393,0.0,0.552,0.448
153,Dallas C.,8/20/2015,4,0,0,"I very much enjoy the coffee and croissants here.  I would make it a regular habit, except I find the prices inflated. Probably for the best, to keep my figure and diet in check.",0,0,0,0,[],,,,,,,1,https://www.yelp.com/user_details?userid=9JJmocoVeB1F4m5EhItrQg,"Bradenton, FL",0,25,0.8261,0.0,0.785,0.215
154,Svilena B.,8/19/2015,5,0,0,"Great crepes, I'd highly recommend them and the earl gray macaroons they have are an unusual but delicious flavor. The service is good too.",0,0,0,1,[],,,,,,,34,https://www.yelp.com/user_details?userid=hgtJLcnThXhyef-GGVuZeA,"Chicago, IL",0,7,0.9238,0.0,0.6,0.4
155,Linda A.,8/6/2015,4,1,0,"For pastries, beignets, croissants, and macaroons this place won't disappoint! Savory crepes are a favorite. They also have wonderful fresh breads and classic French sandwiches like Ham and cheese.",1,0,0,4,"['https://s3-media4.fl.yelpcdn.com/bphoto/VRwsd1bzXeO27U9UOg88gQ/168s.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/ACTw5E29pdc39z3_Hr-ixA/168s.jpg']",,,,,,,143,https://www.yelp.com/user_details?userid=-zrXNYGN93L3DiujE7zABw,"Phoenix, AZ",212,233,0.9194,0.0,0.621,0.379
156,Tess K.,7/27/2015,5,0,0,"La Fournette has wonderful products.  I have not been into the bakery, but when we get catered breakfasts, the pastries always include their fantastic croissants (plain, chocolate, almond).  Their danish are really wonderful too.  I am looking forward to getting to their brick and mortar locations to try all of the foods they offer!",0,0,0,0,[],,,,,,,185,https://www.yelp.com/user_details?userid=Q8Nu7VUGzjPIWLGo06tIoA,"Chicago, IL",14,35,0.9273,0.0,0.796,0.204
157,Yelper I.,7/26/2015,5,0,0,"Excellent service and delicious macaroons! Be sure to make use of the free macaroon through the yelp check in. The bakery smelled amazing and everyone loved what they ordered. My personal favorite was the raspberry macaroon, so yummy!",0,0,0,1,[],,,,,,,1,https://www.yelp.com/user_details?userid=Oycb4inWo4UIrilW39nGZw,"Detroit, MI",3,23,0.9829,0.0,0.512,0.488
158,Kateryna G.,7/18/2015,2,1,0,"I had a cappuccino and a ham&cheese crepe. This place has a nice vibe and the French theme doesn't come off pretentious. However, it fails to live up to the expectations when it comes to food. While the crepe batter had a nice flavor, the stuffing was simply bad. There was maybe two teaspoons of cheese in that crepe and the ham was very salty. The employees seemed uninterested in helping the customers.",0,0,0,0,['https://s3-media1.fl.yelpcdn.com/bphoto/psXKfP22HjwyC2w-6xwF5w/348s.jpg'],,,,,,,98,https://www.yelp.com/user_details?userid=V2LzSKgfyzY07U1DRGzfmw,"Chicago, IL",606,505,0.25,0.081,0.799,0.12
159,Corey D.,7/18/2015,5,0,0,"This place is amazing. They really give you an authentic French experience. The people are nice, the coffee is good, and the ambiance is excellent.",0,0,0,0,[],,,,,,,3,https://www.yelp.com/user_details?userid=akVbTWsT8zFZ_FaL9IIOKw,"Rock Hill, SC",34,25,0.9217,0.0,0.614,0.386
160,Lara B.,7/18/2015,5,0,0,"This place is the best for baguettes, croissants, macaroons.... Seriously, it's like you're in France. I love it! I go often and I'm never disappointed. The staff is sweet and it's a winner every time.",0,0,0,0,[],,,,,,,4,https://www.yelp.com/user_details?userid=zE1xaPp7ACWZ2iA-eRFoqA,"Chicago, IL",0,41,0.963,0.036,0.529,0.435
161,Jeff G.,7/15/2015,4,0,0,"Good keesh (no idea how to spell, too lazy to google) and good doughnuts.  It's very european, which is only frustrating because the portions are small.  If you want breakfast, you'll end up buying 2 of everything just to get full.  My gf loves it and rightfully so, but I'm a 25 year old guy and I need more than their servings provide my appetite at 10am.",0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=ebBhKtdeBesFXBLYC0FGCw,"Chicago, IL",0,17,0.4019,0.054,0.839,0.107
162,Lisa K.,7/14/2015,5,0,0,"Really cute French bakery with great pastries and macaroons.  It's pleasant to be greeted by friendly employees saying ""Bonjour!"" There is a great selection in the morning, but it dwindles as the day goes on, so get there earlier for the best choices.  They also have free wifi!",0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=Rya_Wp3avWcJWDMeq6tMog,"Chicago, IL",0,6,0.9715,0.0,0.62,0.38
163,Myla X.,7/12/2015,3,0,0,"Had the free macaron with yelp checkin - being from Montreal, was a bit disappointed - very sweet rather than savory, outside not crunchy enough. Had the baguette - OK i guess, rather subpar for someone expecting French quality baguette. However, we had a piece of rye bread (quoted as beibg their specialty, sold by weight) - very happy with it, would return for it if in the neighborhood! Great for sandwiches and a good deal too. Tried the croissant too - nice and buttery but lackinf the crunch/crust/crumbliness of french croissants...Overall, for bread snobs, a few good options, but will keep looking for the perfect baguette and coissant in Chicago.",0,0,1,1,[],,,,,,,1,https://www.yelp.com/user_details?userid=BJ6gytK2C5yuln2xn3UDow,"Montreal, Canada",13,64,0.9531,0.043,0.753,0.204
164,Casey C.,7/10/2015,1,0,0,"I was very excited to have coffee here because I was from out of town and a friend said the coffee was amazing. The girl at the front was INCREDIBLY rude to me. I asked for a coffee then changed my mind to a cappuccino and she huffed and puffed, then proceeded to be rude throughout the entire transaction. I felt like I was a nuisance for ordering a coffee. Nothing against the pastries but the service should be reconsidered.",0,0,0,0,[],,,,,,,1,https://www.yelp.com/user_details?userid=VKY4WBXMqk4fNieg-xRodg,"St. Augustine, FL",0,2,0.2664,0.065,0.83,0.105
165,Pjballerina S.,7/6/2015,4,0,0,"A cute lil French cafe in a cute lil neighborhood. I randomly came across it, and I'm glad I did. I got the savory crepe, and although it was a little over-priced, it was fantastic. If you check in here, you get a free macaron, and if you don't grab one (or four) you're missing out... they are amazing.",0,0,0,1,[],,,,,,,0,https://www.yelp.com/user_details?userid=20x2flocQp2XzR00j5O45Q,"Chicago, IL",1,9,0.9552,0.033,0.673,0.294
166,Ritu R.,7/6/2015,5,1,0,Delicious everything! We had the quiche and were very delighted! Also had a cappuccino which we really loved too.  They brew intelligentsia and they brew it well :)If you go later in the day you will have slim pickins as this place is quite popular and the favorites are definitely gone by the late afternoon.  Great service & quality and quick!   Check in on yelp to get a free macaron!,1,1,1,2,[],,,,,,,200,https://www.yelp.com/user_details?userid=g2z3-HQIysJ4IYlRWDpz1g,"Denver, CO",456,238,0.9864,0.0,0.632,0.368
167,Nicole B.,6/22/2015,5,0,0,"This place is a legit French bakery with a French owner from the D'Alsace region and it shows - the food is authentic and impressive. I'm a bit of a macaron snob, and their Lindor (If I recall the name correctly) flavor macaron was probably one of the best I've ever had (this includes ones from Paris). It's a chocolate hazelnut raspberry flavor with a perfectly crunchy outer layer and gooey sweet inside! Seriously take advantage of the free macaron with a yelp check in offer. We had the quinoa salad which was very flavorful and the veggie crepe which was incredible! It was filled with this fantastic French cheese I had never heard of but unlike anything I've ever tasted. Just as we were finishing the chocolate hazelnut cookies came out of the oven and filled the whole bakery with the most intoxicating smell so we couldn't leave without getting them. They have a handful of sandwiches and lunch items but their bread and pastries seem to be their real specialty. Staff was friendly, helpful and even wrote down the name of that delicious cheese for me! It has a casual cafe atmosphere that doesn't guilt you for lingering a while after your meal. I will be back!",0,0,1,8,[],,,,,,,263,https://www.yelp.com/user_details?userid=TjIGlS1P_LAOyk_XHlXGzQ,"Chicago, IL",69,324,0.9842,0.015,0.821,0.164
168,Kiersten K.,6/20/2015,5,0,0,"This place. Ohhhhhhh. Amazing. Eat the beignets. Do it. Only your waistline may regret it. The hazelnut one was incredible!! So. So. Incredible. The Croque Monsieur was also wonderful, as were the macarons. Very friendly staff and a very cute place. Do yourself a favour. Dooooo itttttt.",0,0,0,1,[],,,,,,,0,https://www.yelp.com/user_details?userid=4o1P2EW9Xj2jj5E3XPztJg,"Buffalo, NY",11,24,0.943,0.047,0.655,0.298
169,Rick P.,6/20/2015,5,0,0,Awesome and authentic French Food!! Amazing crepes (we tried veggie) and gazpacho - even macarons. Highly recommended.,0,0,0,1,[],,,,,,,70,https://www.yelp.com/user_details?userid=8FSwviV7T9XloB11pQDn4Q,"Evanston, IL",53,30,0.8904,0.0,0.551,0.449
170,Lauren B.,6/11/2015,4,0,0,"Three girls walk into a bakery...and two of them have never had a macaroon before.Call me uncultured, but I had no idea what these things were other than super cute. And today I got to try them here, and they were great!The server was friendly, the place was really cute (minus the sticky tables) and the macaroons were great. I'll be back for them, but probably would shy away from their regular foods because of the prices.",0,0,1,0,[],,,,,,,15,https://www.yelp.com/user_details?userid=PRgrcVpK_g1nkWYVIzrkkA,"Chicago, IL",60,198,0.9694,0.056,0.696,0.249
171,Lillian C.,6/9/2015,4,1,0,"La Fournette was a life saver for me while staying nearby. Thank god for WIFI! Iced lattes were fantastic. I wouldn't say this is the best coffee I've ever had, but this was fantastic nevertheless (La Fournette over Starbucks any day!). I would skip the almond croissant (they smear almond paste between the sliced croissant which is way too sweet for me!) and go for the apple danish. Entirely decadent, not too sweet, and totally worth it.",0,1,0,0,['https://s3-media1.fl.yelpcdn.com/bphoto/26nLWM39psUXjNQwptiwcQ/348s.jpg'],,,,,,,62,https://www.yelp.com/user_details?userid=hR6dUJqimBHwIKssts6VOQ,"Washington, DC",764,562,0.9662,0.035,0.699,0.266
172,Pam V.,6/6/2015,5,0,0,"My new routine. Every morning after spin class I come here for an ice cafe latte, hazelnut macaroons and the French baguette (my favorite type of bread)! . Yum. Yum.",0,0,0,7,['https://s3-media1.fl.yelpcdn.com/bphoto/RM-2ncbw5uI6SzhIyjC5wA/348s.jpg'],,,,,,,40,https://www.yelp.com/user_details?userid=di2BX0s1ur_2Nf3UPmzYDw,"Basel, Switzerland",219,18,0.5093,0.0,0.891,0.109
173,Nerina B.,5/30/2015,4,1,0,"My first time here. It was good, but pricey.I had a tomato chicken sandwich. It is a big sandwich, that comes with grilled chicken,  red peppers, onions, and seasoning on a very tasty bread. It was a really good sandwich but not for $10.45. It would be a better deal if at least it came with a side. I also tried three macaroons, a chocolate, vanilla, and raspberry. They were all very good. My personal favorite was the vanilla. Which I was surprised since I am a chocolate lover and always prefer chocolates over vanilla. Overall, very nice clean cafe, however a little too pricey for what you get.",1,0,1,1,[],,,,,,,560,https://www.yelp.com/user_details?userid=JVk-bDzwjfvMMeMtwsByGA,"Chicago, IL",303,141,0.9874,0.0,0.726,0.274
174,Tanya K.,5/20/2015,5,0,0,"This place is my secret hideaway. I absolutely love the service, the coffee, the pastries.",0,0,0,4,[],,,,,,,9,https://www.yelp.com/user_details?userid=RjI2VlfEy3oKGAOoDl0-NQ,"Near North Side, Chicago, IL",2,9,0.6697,0.0,0.743,0.257
175,Elle P.,5/11/2015,4,0,0,Cute place with fresh pastry and good coffee. We have especially blueberry tart with tons of blueberries and very thin crust. Good stop while walking around Old Town.,0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=G0nJCMQsKpZ2LzUyhMTbow,"Mountain View, CA",2,49,0.8467,0.06,0.629,0.311
176,Nicole S.,4/27/2015,3,1,0,"Stopped here before seeing The Secondy City show nearby. Received a complimentary macaroon with my check in and ordered a hot chocolate for myself. The hot chocolate was very watery and not sweet. I have to admit I like a sweeter hot chocolate (not too sweet, but enough to be hot chocolate rather than black coffee). So that was a bummer. But the chocolate macaroon was delicious and the service was very friendly. Definitely a nice local cafe to stop at if you're in the area.",0,1,0,1,['https://s3-media3.fl.yelpcdn.com/bphoto/QrlUUiqfnXRga0NnVcUDVw/348s.jpg'],,,,,,,183,https://www.yelp.com/user_details?userid=NKFTqBkEix7DzhEMlvhzAw,"Hoboken, NJ",308,333,0.925,0.114,0.66,0.226
177,Tracy P.,4/21/2015,5,0,0,Delicious confectionary heaven. Very reasonably priced and extremely tasty. Don't miss this spot the next time you're in Chicago!,1,0,0,1,[],,,,,,,134,https://www.yelp.com/user_details?userid=pLYECfDZx_FDWtJ2C8LvSQ,"Milwaukee, WI",0,24,0.8402,0.0,0.64,0.36
178,Jason N.,4/21/2015,4,0,0,Stop be here for some coffee during a weekend trip to Chicago. Good cappuccino and good macaroons. A little on the pricey side but not too over the top.,0,0,0,0,[],,,,,,,78,https://www.yelp.com/user_details?userid=YpoogL548FS1jEdgQu5_SQ,"Brooklyn, NY",0,13,0.5423,0.052,0.749,0.199
179,Jorge Z.,4/19/2015,2,0,0,"Try not to buy a lot of stuff here, if you must. It can run up quite a large bill! The problem isn't the cost though, it's the quality. You pay a lot of money for very little.When I went there, I ordered a Crepe Suzzete and a couple macaroons. The bill was ~$25, but you have to understand that you aren't getting much. It was a snack, not a meal. The Suzzete was just a Crepe in orange juice. Although it was edible, it certainly wasn't tasty. I've had much, much better at other creperies I nearly did not finish all the Macaroons. Way too sweet. Towards the end, they all tasted the same because they are just sugar, and food coloring. If you close your eyes and take a bite out of a random Macaroon 9/10 you will guess the flavor wrong. Maybe it's because I don't have much of a sweet tooth, but nothing should be that sweet.The next dish was... oh wait, there wasn't another dish. Yup. That was it, and it was quite disappointing! I l don't think I will be returning.The saving grace for this restaurant was the great atmosphere and friendly staff. A good working environment, but it feels like a coffee shop. They fail to excel at what you went there for: crepes.",0,0,1,0,[],,,,,,,69,https://www.yelp.com/user_details?userid=7uYtaIUkeaNbREmf-QsOfw,"Des Plaines, IL",0,21,0.979,0.069,0.766,0.166
